Bus Name,Bus Type,Departure Time,Reaching Time,Duration,Price,Seats Available,Rating,Route Name,Route Link
KSRTC (Kerala) - 3090,Super Express Non AC Seater Air Bus (2+2),20:55,00:55,04h 00m,309,23 Seats available,3.1,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
KSRTC (Kerala) - 2454,Low Floor AC Seater 2+2,21:40,03:00,05h 20m,383,21 Seats available,4.0,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),23:05,04:40,05h 35m,269,40 Seats available,3.5,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
KSRTC (Kerala) - 426,Super Express Non AC Seater Air Bus (2+2),23:15,03:05,03h 50m,268,8 Seats available,3.1,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
KSRTC (Kerala) - 407,Super Express Non AC Seater Air Bus (2+2),23:25,03:55,04h 30m,299,16 Seats available,4.1,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
A1 Travels,A/C Seater / Sleeper (2+1),20:05,23:59,03h 54m,500,30 Seats available,3.2,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,01:30,04h 30m,400,15 Seats available,3.6,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Galaxy Tours,A/C Semi Sleeper (2+2),21:45,02:01,04h 16m,650,17 Seats available,4.1,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,01:45,03h 30m,750,32 Seats available,3.2,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Madhavi Travels,A/C Sleeper (2+1),22:20,02:35,04h 15m,854,6 Seats available,3.8,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,01:29,02h 59m,750,30 Seats available,3.2,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:15,03:15,04h 00m,749,11 Seats available,3.8,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,05:30,05h 35m,590,17 Seats available,4.0,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Sonia Travels,A/C Seater/Sleeper (2+1),23:30,04:29,04h 59m,700,7 Seats available,4.4,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,03:15,03h 45m,900,20 Seats available,3.3,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
UFO Bus,A/C Sleeper (2+1),23:55,05:30,05h 35m,699,15 Seats available,4.5,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,02:35,03h 05m,664,1 Seat available,4.0,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Madhavi Travels,A/C Sleeper (2+1),23:40,05:00,05h 20m,854,5 Seats available,3.8,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Cochin Bus,Bharat Benz A/C Sleeper (2+1),23:58,05:35,05h 37m,900,18 Seats available,4.5,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Cochin Bus,A/C Sleeper (2+1),23:59,06:00,06h 01m,900,7 Seats available,4.5,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
SG Travels,Bharat Benz A/C Sleeper (2+1),23:59,05:55,05h 56m,749,4 Seats available,4.1,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Arya Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,695,5 Seats available,4.7,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Arya Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,699,6 Seats available,4.1,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Kalpaka Travels 1,A/C Sleeper (2+1),23:59,06:00,06h 01m,800,14 Seats available,4.3,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Cochin Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59,06:00,06h 01m,680,14 Seats available,4.5,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,02:00,04h 15m,600,22 Seats available,2.7,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
BLM Transports,A/C Sleeper (2+1),22:00,02:45,04h 45m,855,17 Seats available,2.4,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),22:10,02:40,04h 30m,500,26 Seats available,2.9,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Shajees Motors,A/C Semi Sleeper (2+2),22:40,03:30,04h 50m,430,18 Seats available,2.1,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Achayans Holidays,VE A/C Semi Sleeper (2+2),23:00,03:50,04h 50m,500,21 Seats available,0.0,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,03:10,03h 40m,664,22 Seats available,2.7,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:59,05:00,05h 01m,600,36 Seats available,2.6,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
KSRTC (Kerala) - 1586,Swift Deluxe Non AC Air Bus (2+2),21:30,06:25,08h 55m,762,21 Seats available,3.1,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:10,07:20,09h 10m,762,19 Seats available,4.3,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),23:00,09:35,10h 35m,667,6 Seats available,3.4,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 583,Super Express Non AC Seater Air Bus (2+2),23:30,09:45,10h 15m,667,7 Seats available,3.9,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:40,09:50,10h 10m,863,31 Seats available,3.9,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
MMK Travels,A/C Seater / Sleeper (2+1),22:30,07:30,09h 00m,850,5 Seats available,4.4,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
MMK Travels,A/C Sleeper (2+1),23:00,07:30,08h 30m,750,3 Seats available,4.3,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
DLT BUS,A/C Sleeper (2+1),22:30,07:30,09h 00m,899,4 Seats available,4.2,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
SAAM BUS,VE A/C Sleeper (2+1),21:45,06:45,09h 00m,800,11 Seats available,4.1,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
SKS Tours & Travels,A/C Sleeper (2+1),21:15,05:45,08h 30m,899,10 Seats available,4.2,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,599,15 Seats available,4.0,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
SAAM BUS,A/C Seater / Sleeper (2+1),21:45,05:50,08h 05m,700,12 Seats available,4.0,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
NS Transports,NON A/C Semi Sleeper / Sleeper (2+1),22:15,06:30,08h 15m,600,5 Seats available,4.3,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
NS Transports,VE A/C Sleeper (2+1),22:45,07:30,08h 45m,879,3 Seats available,4.1,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),21:45,06:10,08h 25m,600,2 Seats available,4.1,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
National travels and logistics,A/C Sleeper (2+1),22:45,07:00,08h 15m,649,18 Seats available,3.7,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
P K Travels,A/C Sleeper (2+1),19:55,06:30,10h 35m,765,19 Seats available,3.7,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
P K Travels,Non A/C Seater / Sleeper (2+1),20:00,05:15,09h 15m,585,12 Seats available,3.5,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
P K Travels,A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,675,19 Seats available,3.7,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
Skylite Travels,A/C Sleeper (2+1),22:00,06:30,08h 30m,749,15 Seats available,3.9,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
DA Transports,A/C Sleeper (2+1),21:45,06:55,09h 10m,699,20 Seats available,3.7,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
Silver Line Travels,Non A/C Seater / Sleeper (2+1),22:15,06:45,08h 30m,648,20 Seats available,3.9,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,05:30,08h 30m,899,16 Seats available,3.6,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
National travels and logistics,NON A/C Sleeper (2+1),20:15,06:15,10h 00m,699,6 Seats available,3.4,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),21:45,07:00,09h 15m,650,25 Seats available,3.3,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,06:45,09h 45m,550,22 Seats available,2.7,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:15,06:10,07h 55m,600,19 Seats available,2.5,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),22:30,06:30,08h 00m,750,15 Seats available,2.2,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00,06:10,09h 10m,742,9 Seats available,4.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
KSRTC (Kerala) - 1584,Swift Deluxe Non AC Air Bus (2+2),21:30,06:15,08h 45m,762,14 Seats available,3.2,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),22:00,06:55,08h 55m,762,15 Seats available,4.1,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
CITI TOURS,Bharat Benz A/C Sleeper (2+1),00:15,09:00,08h 45m,800,25 Seats available,4.2,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
Silver Line Travels,Non A/C Seater / Sleeper (2+1),20:00,05:10,09h 10m,700,19 Seats available,4.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
MMK Travels,A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,650,5 Seats available,4.4,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
AdDA Transports,A/C Sleeper (2+1),21:50,06:45,08h 55m,699,15 Seats available,3.9,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),20:15,05:30,09h 15m,600,16 Seats available,4.7,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
DLT BUS,A/C Sleeper (2+1),21:45,06:30,08h 45m,799,9 Seats available,4.4,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
P K Travels,A/C Sleeper (2+1),20:00,06:00,10h 00m,810,16 Seats available,4.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
NS Transports,VE A/C Sleeper (2+1),20:00,06:30,10h 30m,809,15 Seats available,4.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
National travels and logistics,A/C Sleeper (2+1),21:00,06:15,09h 15m,645,12 Seats available,4.2,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
SKS Tours & Travels,A/C Sleeper (2+1),21:00,06:00,09h 00m,899,12 Seats available,4.2,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
A1 Travels,A/C Seater / Sleeper (2+1),22:30,06:30,08h 00m,700,25 Seats available,3.5,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),20:00,05:00,09h 00m,599,17 Seats available,3.3,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
SAAM BUS,A/C Seater / Sleeper (2+1),21:15,06:15,09h 00m,700,19 Seats available,3.6,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
SAAM BUS,VE A/C Sleeper (2+1),20:30,06:15,09h 45m,800,15 Seats available,3.6,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
Skylite Travels,A/C Sleeper (2+1),22:00,06:45,08h 45m,749,14 Seats available,3.9,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
NS Transports,Non A/C Seater / Sleeper (2+1),20:30,06:30,10h 00m,649,4 Seats available,3.9,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
P K Travels,Non A/C Seater / Sleeper (2+1),21:00,06:00,09h 00m,650,7 Seats available,3.9,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
National travels and logistics,NON A/C Sleeper (2+1),20:45,06:15,09h 30m,749,8 Seats available,3.5,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
MMK Travels,A/C Sleeper (2+1),21:00,05:30,08h 30m,750,10 Seats available,3.8,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
